publication_date,work,workLabel,researchers,researchersUrl
2019-01-01,http://www.wikidata.org/entity/Q111085113,"Challenges in Building an End-to-End System for Acquisition, Management, and Integration of Diverse Data From Sensor Networks in Watersheds: Lessons From a Mountainous Community Observatory in East River, Colorado",Brian J. Enquist,../authors/Q47172478
2019-01-01,http://www.wikidata.org/entity/Q64107077,Editorial: Responses to Climate Change in the Cold Biomes,Vigdis Vandvik,../authors/Q42561055
2019-01-01,http://www.wikidata.org/entity/Q60250756,The Bari Manifesto: An interoperability framework for essential biodiversity variables,Jorrit Poelen,../authors/Q58206618
2019-01-01,http://www.wikidata.org/entity/Q91063267,Author Correction: Widespread but heterogeneous responses of Andean forests to climate change,Belén Fadrique,../authors/Q88822144
2019-01-01,http://www.wikidata.org/entity/Q108141762,WikiCite 2018-2019: Citations for the sum of all human knowledge,Daniel Mietchen,../authors/Q20895785
2019-01-01,http://www.wikidata.org/entity/Q107364175,Referee report. For: Diffusion of ethical governance policy on sharing of biological materials and related data for biomedical research [version 1; peer review: 1 approved with reservations],Daniel Mietchen,../authors/Q20895785
2019-01-01,http://www.wikidata.org/entity/Q61807682,"Description of four new species of armoured spiders (Araneae, Tetrablemmidae) from Sumatra, Indonesia",Anton Potapov,../authors/Q59062025
2019-01-01,http://www.wikidata.org/entity/Q91445068,The Hearing Impairment Ontology: A Tool for Unifying Hearing Impairment Knowledge to Enhance Collaborative Research,Melissa Haendel,../authors/Q28368079
2019-01-01,http://www.wikidata.org/entity/Q91312992,Representing glycophenotypes: semantic unification of glycobiology resources for disease discovery,Melissa Haendel,../authors/Q28368079
2019-01-01,http://www.wikidata.org/entity/Q64115136,An analysis and metric of reusable data licensing practices for biomedical resources,Melissa Haendel,../authors/Q28368079
2018-12-27,http://www.wikidata.org/entity/Q66677924,A Landscape Survey of ActiveDMPs,Daniel Mietchen,../authors/Q20895785
2018-12-24,http://www.wikidata.org/entity/Q90744784,Climate shapes and shifts functional biodiversity in forests worldwide,Brian J. Enquist,../authors/Q47172478
2018-12-22,http://www.wikidata.org/entity/Q60936955,Wild bees and their nests host Paenibacillus bacteria with functional potential of avail,"Alexander Keller, Markus Ankenbrand","../authors/Q21517397,Q29076435"
2018-12-18,http://www.wikidata.org/entity/Q112569946,Plant Functional Diversity and the Biogeography of Biomes in North and South America,"Brian S. Maitner, Brian J. Enquist","../authors/Q89748248,Q47172478"
2018-12-17,http://www.wikidata.org/entity/Q60574144,Georeferencing for Research Use (GRU): An integrated geospatial training paradigm for biocollections researchers and data providers,Katja Seltmann,../authors/Q6069153
2018-12-12,http://www.wikidata.org/entity/Q60336865,Variation in the timing of avian egg‐laying in relation to climate,Rachael V. Gallagher,../authors/Q62558788
2018-12-09,http://www.wikidata.org/entity/Q63387251,Evidence for local adaptation to extreme heat across populations of a widespread tree from quantitative proteomics,Rachael V. Gallagher,../authors/Q62558788
2018-12-05,http://www.wikidata.org/entity/Q60541721,The International Tree-Ring Data Bank (ITRDB) revisited: Data availability and global ecological representativity,Caterina Penone,../authors/Q56433897
2018-12-04,http://www.wikidata.org/entity/Q60046897,Microbial Community Structure in a Malaysian Tropical Peat Swamp Forest: The Influence of Tree Species and Depth,Alexander Keller,../authors/Q21517397
2018-12-03,http://www.wikidata.org/entity/Q93066871,The Global academic research organization network: Data sharing to cure diseases and enable learning health systems,Melissa Haendel,../authors/Q28368079
2018-12-01,http://www.wikidata.org/entity/Q60448817,A methodology to derive global maps of leaf traits using remote sensing and climate data,Jens Kattge,../authors/Q56556463
2018-12-01,http://www.wikidata.org/entity/Q64121010,Global trait-environment relationships of plant communities,"William Farfan-Rios, Jens Kattge","../authors/Q56423107,Q56556463"
2018-12-01,http://www.wikidata.org/entity/Q112759288,Collapse of trophic‐niche structure in belowground communities under anthropogenic disturbance,Anton Potapov,../authors/Q59062025
2018-11-28,http://www.wikidata.org/entity/Q59802862,"Modifier Ontologies for frequency, certainty, degree, and coverage phenotype modifier",Anne Thessen,../authors/Q47503085
2018-11-21,http://www.wikidata.org/entity/Q93274438,Specialisation and diversity of multiple trophic groups are promoted by different forest features,Caterina Penone,../authors/Q56433897
2018-11-19,http://www.wikidata.org/entity/Q60228272,Global trait–environment relationships of plant communities,"William Farfan-Rios, Jens Kattge","../authors/Q56423107,Q56556463"
2018-11-19,http://www.wikidata.org/entity/Q63389474,Tropical forest leaves may darken in response to climate change,Brian J. Enquist,../authors/Q47172478
2018-11-19,http://www.wikidata.org/entity/Q63387741,Botanic gardens are an untapped resource for studying the functional ecology of tropical plants,Belén Fadrique,../authors/Q88822144
2018-11-16,http://www.wikidata.org/entity/Q59128959,Multiple forest attributes underpin the supply of multiple ecosystem services,Caterina Penone,../authors/Q56433897
2018-11-16,http://www.wikidata.org/entity/Q62550584,Partitioning mortality into growth-dependent and growth-independent hazards across 203 tropical tree species,Mark Westoby,../authors/Q43121038
2018-11-14,http://www.wikidata.org/entity/Q59066335,Widespread but heterogeneous responses of Andean forests to climate change,"Belén Fadrique, William Farfan-Rios","../authors/Q88822144,Q56423107"
2018-11-02,http://www.wikidata.org/entity/Q59137478,"Transplants, Open Top Chambers (OTCs) and Gradient Studies Ask Different Questions in Climate Change Effects Studies","Vigdis Vandvik, Aud H. Halbritter","../authors/Q42561055,Q96096151"
2018-11-01,http://www.wikidata.org/entity/Q58484849,WikiCite and Scholia - a Linked Open Data approach to exploring the scholarly literature and related resources,Daniel Mietchen,../authors/Q20895785
2018-11-01,http://www.wikidata.org/entity/Q57455575,ClinGen advancing genomic data-sharing standards as a GA4GH driver project,Melissa Haendel,../authors/Q28368079
2018-10-30,http://www.wikidata.org/entity/Q90291495,Orchid diversity: Spatial and climatic patterns from herbarium records,Rachael V. Gallagher,../authors/Q62558788
2018-10-29,http://www.wikidata.org/entity/Q58102946,Complexity is complicated and so too is comparing complexity metrics-a response to Mikula et al. (2018),William D. Pearse,../authors/Q57179980
2018-10-29,http://www.wikidata.org/entity/Q112759294,Trophic consistency of supraspecific taxa in belowground invertebrate communities,Anton Potapov,../authors/Q59062025
2018-10-29,http://www.wikidata.org/entity/Q58068883,An Open Toolkit for Tracking Open Science Partnership Implementation and Impact,Daniel Mietchen,../authors/Q20895785
2018-10-27,http://www.wikidata.org/entity/Q58110837,Bacterial community structure and succession in nests of two megachilid bee genera,Alexander Keller,../authors/Q21517397
2018-10-22,http://www.wikidata.org/entity/Q57784020,Phylogenetic patterns and phenotypic profiles of the species of plants and mammals farmed for food,Jens Kattge,../authors/Q56556463
2018-10-19,http://www.wikidata.org/entity/Q58591145,Endangered species recovery: A resource allocation problem,Katherine C B Weiss,../authors/Q88797887
2018-10-18,http://www.wikidata.org/entity/Q63886016,Endangered species recovery: A resource allocation problem,Katherine C B Weiss,../authors/Q88797887
2018-10-12,http://www.wikidata.org/entity/Q57631501,A hands-on introduction to Wikidata and WikiCite,Daniel Mietchen,../authors/Q20895785
2018-10-11,http://www.wikidata.org/entity/Q57281359,"Classification, Ontology, and Precision Medicine",Melissa Haendel,../authors/Q28368079
2018-10-10,http://www.wikidata.org/entity/Q112794819,Restore and Renew: a genomics‐era framework for species provenance delimitation,Maurizio Rossetto,../authors/Q26714687
2018-10-03,http://www.wikidata.org/entity/Q64043037,matchbox: An open-source tool for patient matching via the Matchmaker Exchange,Melissa Haendel,../authors/Q28368079
2018-10-01,http://www.wikidata.org/entity/Q58069285,When tree rings go global: Challenges and opportunities for retro- and prospective insight,Brian J. Enquist,../authors/Q47172478
2018-10-01,http://www.wikidata.org/entity/Q62924270,Nanopublications: A Growing Resource of Provenance-Centric Scientific Linked Data,Jorrit Poelen,../authors/Q58206618
2018-10-01,http://www.wikidata.org/entity/Q57143947,Plant functional trait change across a warming tundra biome,"Brian J. Enquist, Jens Kattge","../authors/Q47172478,Q56556463"
2018-09-27,http://www.wikidata.org/entity/Q90383395,"Draft Genome Sequence of Dyella sp. Strain C9, Isolated from a Malaysian Tropical Peat Swamp Forest",Alexander Keller,../authors/Q21517397
2018-09-26,http://www.wikidata.org/entity/Q59087097,Plant functional trait change across a warming tundra biome,"Brian J. Enquist, Jens Kattge","../authors/Q47172478,Q56556463"
2018-09-18,http://www.wikidata.org/entity/Q56969571,Nanopublications: A Growing Resource of Provenance-Centric Scientific Linked Data,Jorrit Poelen,../authors/Q58206618
2018-09-17,http://www.wikidata.org/entity/Q56669598,Towards global data products of Essential Biodiversity Variables on species traits,Jens Kattge,../authors/Q56556463
2018-09-17,http://www.wikidata.org/entity/Q73423432,"20 GB in 10 minutes: a case for linking major biodiversity databases using an open socio-technical infrastructure and a pragmatic, cross-institutional collaboration","Jennifer A Hammock, Jorrit Poelen, Anne Thessen","../authors/Q41566708,Q58206618,Q47503085"
2018-09-14,http://www.wikidata.org/entity/Q91449110,Similarities and differences in intrapopulation trait correlations of co-occurring tree species: consistent water-use relationships amid widely different correlation patterns,Brian J. Enquist,../authors/Q47172478
2018-09-01,http://www.wikidata.org/entity/Q91163084,"How Species Boundaries Are Determined: A Response to Alexander et al.: (Trends in Ecology & Evolution 32, 7-8, 2017)",Mark Westoby,../authors/Q43121038
2018-08-31,http://www.wikidata.org/entity/Q57809231,What we (don't) know about global plant diversity,William D. Pearse,../authors/Q57179980
2018-08-30,http://www.wikidata.org/entity/Q57091771,"Experimental herbivore exclusion, shrub introduction, and carbon sequestration in alpine plant communities",Brian J. Enquist,../authors/Q47172478
2018-08-30,http://www.wikidata.org/entity/Q57809240,The interaction of phylogeny and community structure: linking clades' ecological structures and trait evolution,William D. Pearse,../authors/Q57179980
2018-08-28,http://www.wikidata.org/entity/Q56654668,Pollutants That Replicate: Xenogenetic DNAs,Mark Westoby,../authors/Q43121038
2018-08-27,http://www.wikidata.org/entity/Q56879739,Multiple facets of biodiversity drive the diversity–stability relationship,"William D. Pearse, Jens Kattge","../authors/Q57179980,Q56556463"
2018-08-27,http://www.wikidata.org/entity/Q56235886,Wikidata as semantic representation platform of the scientific achievements of the biomedical Collaborative Research Centre 1002,Daniel Mietchen,../authors/Q20895785
2018-08-24,http://www.wikidata.org/entity/Q58706998,Body size information in large-scale acoustic bat databases,Caterina Penone,../authors/Q56433897
2018-08-13,http://www.wikidata.org/entity/Q90935139,Physical contact between mesenchymal stem cells and endothelial precursors induces distinct signatures with relevance to the very early phase of regeneration,Alexander Keller,../authors/Q21517397
2018-08-01,http://www.wikidata.org/entity/Q56003386,IRF2BPL Is Associated with Neurological Phenotypes,Melissa Haendel,../authors/Q28368079
2018-07-30,http://www.wikidata.org/entity/Q60375883,Functional exploration of natural networks and ecological communities,"Alexander Keller, Markus Ankenbrand","../authors/Q21517397,Q29076435"
2018-07-29,http://www.wikidata.org/entity/Q64031953,Late Quaternary climate legacies in contemporary plant functional composition,"Brian S. Maitner, Brian J. Enquist, Jens Kattge","../authors/Q89748248,Q47172478,Q56556463"
2018-07-23,http://www.wikidata.org/entity/Q61135716,Prioritizing phylogenetic diversity captures functional diversity unreliably,William D. Pearse,../authors/Q57179980
2018-07-04,http://www.wikidata.org/entity/Q89425874,Isoprene emission structures tropical tree biogeography and community assembly responses to climate,Brian J. Enquist,../authors/Q47172478
2018-07-01,http://www.wikidata.org/entity/Q50084174,Automated Integration of Trees and Traits: A Case Study Using Paired Fin Loss Across Teleost Fishes.,Paula M. Mabee,../authors/Q47297444
2018-07-01,http://www.wikidata.org/entity/Q56536673,BioTIME: A database of biodiversity time series for the Anthropocene,Joshua S Madin,../authors/Q51171519
2018-06-28,http://www.wikidata.org/entity/Q62551766,The links between leaf hydraulic vulnerability to drought and key aspects of leaf venation and xylem anatomy among 26 Australian woody angiosperms from contrasting climates,Mark Westoby,../authors/Q43121038
2018-06-26,http://www.wikidata.org/entity/Q57092501,Development of 15 nuclear EST microsatellite markers for the paleoendemic conifer (Podocarpaceae),Maurizio Rossetto,../authors/Q26714687
2018-06-21,http://www.wikidata.org/entity/Q55360020,"Draft Genome Sequence of Dyella sp. Strain C11, Isolated from a Malaysian Tropical Peat Swamp Forest.",Alexander Keller,../authors/Q21517397
2018-06-21,http://www.wikidata.org/entity/Q55432631,"Draft Genome Sequence of Paraburkholderia sp. Strain C35, Isolated from a Malaysian Tropical Peat Swamp Forest.","Markus Ankenbrand, Alexander Keller","../authors/Q29076435,Q21517397"
2018-06-21,http://www.wikidata.org/entity/Q55360751,Draft Genome Sequence of Klebsiella sp. Strain C31 Isolated from a Malaysian Tropical Peat Swamp Forest.,"Markus Ankenbrand, Alexander Keller","../authors/Q29076435,Q21517397"
2018-06-21,http://www.wikidata.org/entity/Q60297625,The devil is in the detail: Nonadditive and context-dependent plant population responses to increasing temperature and precipitation,Vigdis Vandvik,../authors/Q42561055
2018-06-20,http://www.wikidata.org/entity/Q57825244,A new paradigm for the scientific enterprise: nurturing the ecosystem,Anne Thessen,../authors/Q47503085
2018-06-19,http://www.wikidata.org/entity/Q89154976,Uncovering trophic positions and food resources of soil animals using bulk natural stable isotope composition,Anton Potapov,../authors/Q59062025
2018-06-17,http://www.wikidata.org/entity/Q58396271,Investment in reproduction for 14 iteroparous perennials is large and associated with other life-history and functional traits,Mark Westoby,../authors/Q43121038
2018-06-13,http://www.wikidata.org/entity/Q57326955,Phenoscape: Semantic analysis of organismal traits and genes yields insights in evolutionary biology,Paula M. Mabee,../authors/Q47297444
2018-06-13,http://www.wikidata.org/entity/Q57274036,Phenoscape: Semantic analysis of organismal traits and genes yields insights in evolutionary biology,Paula M. Mabee,../authors/Q47297444
2018-06-07,http://www.wikidata.org/entity/Q54988357,FAIR Data Action Plan: Interim recommendations and actions from the European Commission Expert Group on FAIR data,Daniel Mietchen,../authors/Q20895785
2018-06-07,http://www.wikidata.org/entity/Q54884579,Turning FAIR data into reality: interim report from the European Commission Expert Group on FAIR data,Daniel Mietchen,../authors/Q20895785
2018-05-31,http://www.wikidata.org/entity/Q54655231,Submit a Topic Page to PLOS Computational Biology and Wikipedia,Daniel Mietchen,../authors/Q20895785
2018-05-31,http://www.wikidata.org/entity/Q59196562,Towards an Ecological Trait-data Standard,"Florian Dirk Schneider, Caterina Penone","../authors/Q56576262,Q56433897"
2018-05-22,http://www.wikidata.org/entity/Q108779883,"Automated Trait Extraction using ClearEarth, a Natural Language Processing System for Text Mining in Natural Sciences",Anne Thessen,../authors/Q47503085
2018-05-22,http://www.wikidata.org/entity/Q108779882,"20 GB in 10 minutes: A case for linking major biodiversity databases using an open socio-technical infrastructure and a pragmatic, cross-institutional collaboration","Jennifer A Hammock, Jorrit Poelen, Anne Thessen","../authors/Q41566708,Q58206618,Q47503085"
2018-05-21,http://www.wikidata.org/entity/Q88757389,On the relationship between phylogenetic diversity and trait diversity,William D. Pearse,../authors/Q57179980
2018-05-15,http://www.wikidata.org/entity/Q57274041,Annotation of phenotypes using ontologies: a Gold Standard for the training and evaluation of natural language processing systems,Paula M. Mabee,../authors/Q47297444
2018-05-08,http://www.wikidata.org/entity/Q51145576,Negligible effect of competition on coral colony growth.,Joshua S Madin,../authors/Q51171519
2018-05-03,http://www.wikidata.org/entity/Q57809255,Suppdata: Downloading Supplementary Data from Published Manuscripts,William D. Pearse,../authors/Q57179980
2018-05-01,http://www.wikidata.org/entity/Q53844513,Wikidata and Scholia as a hub linking chemical knowledge,Daniel Mietchen,../authors/Q20895785
2018-04-30,http://www.wikidata.org/entity/Q88524174,Symbiont switching and alternative resource acquisition strategies drive mutualism breakdown,Jens Kattge,../authors/Q56556463
2018-04-30,http://www.wikidata.org/entity/Q55114580,Author Correction: The characterization of the circadian clock in the olive fly Bactrocera oleae (Diptera: Tephritidae) reveals a Drosophila-like organization.,Alexander Keller,../authors/Q21517397
2018-04-30,http://www.wikidata.org/entity/Q57236696,Building up biogeography: Pattern to process,William D. Pearse,../authors/Q57179980
2018-04-24,http://www.wikidata.org/entity/Q58044255,A new paradigm for science: nurturing the ecosystem,Anne Thessen,../authors/Q47503085
2018-04-19,http://www.wikidata.org/entity/Q52577747,Plant attributes explain the distribution of soil microbial communities in two contrasting regions of the globe.,Jens Kattge,../authors/Q56556463
2018-04-14,http://www.wikidata.org/entity/Q60336880,Effects of El Niño Southern Oscillation on avian breeding phenology,Rachael V. Gallagher,../authors/Q62558788
2018-04-10,http://www.wikidata.org/entity/Q52595922,Large sensitivity in land carbon storage due to geographical and temporal variation in the thermal response of photosynthetic capacity.,Jens Kattge,../authors/Q56556463
2018-04-10,http://www.wikidata.org/entity/Q58396270,"Branch Thinning and the Large-Scale, Self-Similar Structure of Trees",Mark Westoby,../authors/Q43121038
2018-04-10,http://www.wikidata.org/entity/Q52327438,Speciation in the presence of gene flow: population genomics of closely related and diverging Eucalyptus species.,Maurizio Rossetto,../authors/Q26714687
2018-04-07,http://www.wikidata.org/entity/Q51613194,Using Shape Expressions (ShEx) to Share RDF Data Models and to Guide Curation with Rigorous Validation,Daniel Mietchen,../authors/Q20895785
2018-04-01,http://www.wikidata.org/entity/Q52597747,Plain-language medical vocabulary for precision diagnosis.,Melissa Haendel,../authors/Q28368079
2018-03-30,http://www.wikidata.org/entity/Q52617795,"Vessel scaling in evergreen angiosperm leaves conforms with Murray's law and area-filling assumptions: implications for plant size, leaf size and cold tolerance.",Mark Westoby,../authors/Q43121038
2018-03-30,http://www.wikidata.org/entity/Q52617835,A roadmap for global synthesis of the plant tree of life.,"Brian S. Maitner, Brian J. Enquist","../authors/Q89748248,Q47172478"
2018-03-30,http://www.wikidata.org/entity/Q52617784,Functional biogeography of angiosperms: life at the extremes.,William D. Pearse,../authors/Q57179980
2018-03-26,http://www.wikidata.org/entity/Q60541719,sensiPhy : An r -package for sensitivity analysis in phylogenetic comparative methods,Caterina Penone,../authors/Q56433897
2018-03-25,http://www.wikidata.org/entity/Q50020863,Global macroevolution and macroecology of passerine song.,William D. Pearse,../authors/Q57179980
2018-03-18,http://www.wikidata.org/entity/Q50813856,Geospatial data and Scholia,Daniel Mietchen,../authors/Q20895785
2018-03-16,http://www.wikidata.org/entity/Q57211069,A Measure of Open Data: A Metric and Analysis of Reusable Data Practices in Biomedical Data Resources,Melissa Haendel,../authors/Q28368079
2018-03-14,http://www.wikidata.org/entity/Q51147350,Adaptive diversification of growth allometry in the plant Arabidopsis thaliana.,Brian J. Enquist,../authors/Q47172478
2018-03-08,http://www.wikidata.org/entity/Q51148802,Trait differentiation and adaptation of plants along elevation gradients.,Aud H. Halbritter,../authors/Q96096151
2018-03-07,http://www.wikidata.org/entity/Q53839169,Variation in avian egg shape and nest structure is explained by climatic conditions.,Rachael V. Gallagher,../authors/Q62558788
2018-03-05,http://www.wikidata.org/entity/Q59138936,Biogeographical disparity in the functional diversity and redundancy of corals,Joshua S Madin,../authors/Q51171519
2018-03-05,http://www.wikidata.org/entity/Q63389334,Structural and defensive roles of angiosperm leaf venation network reticulation across an Andes-Amazon elevation gradient,Brian J. Enquist,../authors/Q47172478
2018-03-01,http://www.wikidata.org/entity/Q60538467,A global comparison of the climatic niches of urban and native tree populations,Rachael V. Gallagher,../authors/Q62558788
2018-03-01,http://www.wikidata.org/entity/Q57377222,OpenVIVO: Transparency in Scholarship,Melissa Haendel,../authors/Q28368079
2018-02-28,http://www.wikidata.org/entity/Q60346912,When macroecological transitions are a fiction of sampling: comparing herbarium records to plot-based species inventory data,Maurizio Rossetto,../authors/Q26714687
2018-02-14,http://www.wikidata.org/entity/Q62556977,Biodiversity and climate determine the functioning of Neotropical forests,Brian J. Enquist,../authors/Q47172478
2018-02-12,http://www.wikidata.org/entity/Q49433246,Future global productivity will be affected by plant trait response to climate.,Jens Kattge,../authors/Q56556463
2018-02-06,http://www.wikidata.org/entity/Q49588455,"Moving to 3D: relationships between coral planar area, surface area and volume.",Joshua S Madin,../authors/Q51171519
2018-02-01,http://www.wikidata.org/entity/Q60324751,"Homogenization of plant diversity, composition, and structure in North American urban yards",William D. Pearse,../authors/Q57179980
2018-02-01,http://www.wikidata.org/entity/Q57015373,Stay or go – how topographic complexity influences alpine plant population and community responses to climate change,Vigdis Vandvik,../authors/Q42561055
2018-01-24,http://www.wikidata.org/entity/Q50421762,Inter- and intraspecific variation in leaf economic traits in wheat and maize.,Jens Kattge,../authors/Q56556463
2018-01-17,http://www.wikidata.org/entity/Q48042340,Species Distribution Modelling: Contrasting presence-only models with plot abundance data.,William Farfan-Rios,../authors/Q56423107
2018-01-16,http://www.wikidata.org/entity/Q48231676,The characterization of the circadian clock in the olive fly Bactrocera oleae (Diptera: Tephritidae) reveals a Drosophila-like organization.,Alexander Keller,../authors/Q21517397
2018-01-16,http://www.wikidata.org/entity/Q112664060,chloroExtractor: extraction and assembly of the chloroplast genome from whole genome shotgun data,Markus Ankenbrand,../authors/Q29076435
2018-01-14,http://www.wikidata.org/entity/Q57067920,Spatial patterns and climate relationships of major plant traits in the New World differ between woody and herbaceous species,"Brian J. Enquist, Jens Kattge","../authors/Q47172478,Q56556463"
2018-01-14,http://www.wikidata.org/entity/Q60294559,Filters of floristic exchange: How traits and climate shape the rain forest invasion of Sahul from Sunda,Maurizio Rossetto,../authors/Q26714687
2018-01-04,http://www.wikidata.org/entity/Q56755123,Symbiont switching and alternative resource acquisition strategies drive mutualism breakdown,Jens Kattge,../authors/Q56556463
2018-01-02,http://www.wikidata.org/entity/Q52732789,Costs of acquiring phosphorus by vascular land plants: patterns and implications for plant coexistence.,Mark Westoby,../authors/Q43121038
2018-01-01,http://www.wikidata.org/entity/Q60302042,Annotation of phenotypes using ontologies: a gold standard for the training and evaluation of natural language processing systems,Paula M. Mabee,../authors/Q47297444
2018-01-01,http://www.wikidata.org/entity/Q112759304,Non-vascular plants as a food source for litter-dwelling Collembola: Field evidence,Anton Potapov,../authors/Q59062025
2018-01-01,http://www.wikidata.org/entity/Q59796846,"Description of three new species of Aposphragisma Thoma, 2014 (Araneae: Oonopidae) from Sumatra, Indonesia",Anton Potapov,../authors/Q59062025
2018-01-01,http://www.wikidata.org/entity/Q59335516,Intraspecific Trait Variation and Phenotypic Plasticity Mediate Alpine Plant Species Response to Climate Change,"Vigdis Vandvik, Brian S. Maitner, Aud H. Halbritter, Brian J. Enquist","../authors/Q42561055,Q89748248,Q96096151,Q47172478"
2018-01-01,http://www.wikidata.org/entity/Q57174147,Plastic Population Effects and Conservative Leaf Traits in a Reciprocal Transplant Experiment Simulating Climate Warming in the Himalayas,Vigdis Vandvik,../authors/Q42561055
2017-12-27,http://www.wikidata.org/entity/Q56395936,Advances in flowering phenology across the Northern Hemisphere are explained by functional traits,Jens Kattge,../authors/Q56556463
2017-12-15,http://www.wikidata.org/entity/Q63387260,Global leaf nitrogen and phosphorus stoichiometry and their scaling exponent,Jens Kattge,../authors/Q56556463
2017-12-12,http://www.wikidata.org/entity/Q57294965,Teaching data science fundamentals through realistic synthetic clinical cardiovascular data,Melissa Haendel,../authors/Q28368079
2017-12-07,http://www.wikidata.org/entity/Q44938902,WikiCite 2017 report,Daniel Mietchen,../authors/Q20895785
2017-12-06,http://www.wikidata.org/entity/Q57205168,Drivers of terrestrial plant production across broad geographical gradients,Brian J. Enquist,../authors/Q47172478
2017-12-05,http://www.wikidata.org/entity/Q46247809,"Corrigendum: The Coral Trait Database, a curated database of trait information for coral species from the global oceans.",Joshua S Madin,../authors/Q51171519
2017-12-03,http://www.wikidata.org/entity/Q48266152,Nutrient stoichiometry and land use rather than species richness determine plant functional diversity.,Caterina Penone,../authors/Q56433897
2017-12-01,http://www.wikidata.org/entity/Q46043189,Mapping local and global variability in plant trait distributions.,Jens Kattge,../authors/Q56556463
2017-12-01,http://www.wikidata.org/entity/Q73183038,Big data of tree species distributions: how big and how good?,"Brian S. Maitner, Brian J. Enquist","../authors/Q89748248,Q47172478"
2017-12-01,http://www.wikidata.org/entity/Q60297626,Improved quantification of UV-B absorbing compounds in Pinus sylvestris L. pollen grains using an internal standard methodology,Vigdis Vandvik,../authors/Q42561055
2017-11-19,http://www.wikidata.org/entity/Q57205166,Taxonomic decomposition of the latitudinal gradient in species diversity of North American floras,Brian J. Enquist,../authors/Q47172478
2017-11-16,http://www.wikidata.org/entity/Q57205170,Biodiversity and climate determine the functioning of Neotropical forests,Brian J. Enquist,../authors/Q47172478
2017-11-15,http://www.wikidata.org/entity/Q46260539,Continental mapping of forest ecosystem functions reveals a high but unrealised potential for forest multifunctionality.,Jens Kattge,../authors/Q56556463
2017-11-08,http://www.wikidata.org/entity/Q45072262,Towards an eco-phylogenetic framework for infectious disease ecology.,William D. Pearse,../authors/Q57179980
2017-11-08,http://www.wikidata.org/entity/Q46265731,From Songlines to genomes: Prehistoric assisted migration of a rain forest tree by Australian Aboriginal people.,Maurizio Rossetto,../authors/Q26714687
2017-11-06,http://www.wikidata.org/entity/Q57809266,A statistical estimator for determining the limits of contemporary and historic phenology,William D. Pearse,../authors/Q57179980
2017-11-01,http://www.wikidata.org/entity/Q57774305,Can Leaf Spectroscopy Predict Leaf and Forest Traits Along a Peruvian Tropical Forest Elevation Gradient?,Brian J. Enquist,../authors/Q47172478
2017-11-01,http://www.wikidata.org/entity/Q45961634,PDX-MI: Minimal Information for Patient-Derived Tumor Xenograft Models.,Melissa Haendel,../authors/Q28368079
2017-10-27,http://www.wikidata.org/entity/Q42611924,Taxonomic and functional turnover are decoupled in European peat bogs.,Jens Kattge,../authors/Q56556463
2017-10-27,http://www.wikidata.org/entity/Q42695414,Fire effects and ecological recovery pathways of Tropical Montane Cloud Forests along a time chronosequence.,Brian J. Enquist,../authors/Q47172478
2017-10-26,http://www.wikidata.org/entity/Q38632760,Release from prey preservation behavior via prey switch allowed diversification of cuticular hydrocarbon profiles in digger wasps.,Alexander Keller,../authors/Q21517397
2017-10-24,http://www.wikidata.org/entity/Q46276012,Changing contributions of stochastic and deterministic processes in community assembly over a successional gradient.,Vigdis Vandvik,../authors/Q42561055
2017-10-18,http://www.wikidata.org/entity/Q57016353,Environmental variation is a major predictor of global trait turnover in mammals,Caterina Penone,../authors/Q56433897
2017-10-18,http://www.wikidata.org/entity/Q47634786,Matchmaker Exchange.,Melissa Haendel,../authors/Q28368079
2017-10-12,http://www.wikidata.org/entity/Q57205169,Assessing trait-based scaling theory in tropical forests spanning a broad temperature gradient,"Brian S. Maitner, Brian J. Enquist, William Farfan-Rios","../authors/Q89748248,Q47172478,Q56423107"
2017-10-02,http://www.wikidata.org/entity/Q60617069,The recent and rapid spread of Themeda triandra,Rachael V. Gallagher,../authors/Q62558788
2017-09-30,http://www.wikidata.org/entity/Q105099451,OpenVIVO: Transparency in Scholarship,Melissa Haendel,../authors/Q28368079
2017-09-27,http://www.wikidata.org/entity/Q60375884,FENNEC - Functional Exploration of Natural Networks and Ecological Communities,"Alexander Keller, Markus Ankenbrand","../authors/Q21517397,Q29076435"
2017-09-25,http://www.wikidata.org/entity/Q112569944,New approaches for delineating n ‐dimensional hypervolumes,"Brian S. Maitner, Brian J. Enquist","../authors/Q89748248,Q47172478"
2017-09-18,http://www.wikidata.org/entity/Q58118748,Plant community structure and nitrogen inputs modulate the climate signal on leaf traits,Jens Kattge,../authors/Q56556463
2017-09-11,http://www.wikidata.org/entity/Q57046835,Shoot growth of woody trees and shrubs is predicted by maximum plant height and associated traits,Mark Westoby,../authors/Q43121038
2017-09-06,http://www.wikidata.org/entity/Q64031956,The bien r package: A tool to access the Botanical Information and Ecology Network (BIEN) database,"Brian S. Maitner, Brian J. Enquist","../authors/Q89748248,Q47172478"
2017-09-05,http://www.wikidata.org/entity/Q41613794,"AmphiBIO, a global database for amphibian ecological traits.",Caterina Penone,../authors/Q56433897
2017-09-01,http://www.wikidata.org/entity/Q39603965,Global climatic drivers of leaf size.,"Rachael V. Gallagher, Mark Westoby","../authors/Q62558788,Q43121038"
