"","scientificNameVerbatim","traitNameVerbatim","NumberOfRecords","OTNdatasetID","curator","accessDate"
"2675","Clubiona leucaspis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2676","Clubiona leucaspis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2677","Clubiona leucaspis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2678","Clubiona leucaspis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2679","Clubiona leucaspis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2680","Clubiona neglecta","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2681","Clubiona neglecta","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2682","Clubiona neglecta","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2683","Clubiona neglecta","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2684","Clubiona neglecta","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2685","Clubiona neglecta","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2686","Clubiona neglecta","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2687","Clubiona reclusa","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2688","Clubiona reclusa","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2689","Clubiona reclusa","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2690","Clubiona reclusa","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2691","Clubiona reclusa","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2692","Clubiona reclusa","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2693","Clubiona reclusa","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2694","Clubiona stagnatilis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2695","Clubiona stagnatilis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2696","Clubiona stagnatilis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2697","Clubiona stagnatilis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2698","Clubiona stagnatilis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2699","Clubiona stagnatilis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2700","Clubiona stagnatilis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2701","Clytra laeviuscula","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2702","Clytra laeviuscula","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2703","Clytra laeviuscula","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2704","Clytra laeviuscula","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2705","Clytra laeviuscula","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2706","Clytra laeviuscula","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2707","Clytra laeviuscula","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2708","Clytra laeviuscula","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2709","Clytra laeviuscula","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2710","Cnephalocotes obscurus","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2711","Cnephalocotes obscurus","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2712","Cnephalocotes obscurus","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2713","Cnephalocotes obscurus","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2714","Cnephalocotes obscurus","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2715","Cnephalocotes obscurus","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2716","Cnephalocotes obscurus","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2717","Coccidula rufa","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2718","Coccidula rufa","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2719","Coccidula rufa","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2720","Coccidula rufa","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2721","Coccidula rufa","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2722","Coccidula rufa","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2723","Coccidula rufa","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2724","Coccidula scutellata","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2725","Coccidula scutellata","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2726","Coccidula scutellata","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2727","Coccidula scutellata","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2728","Coccidula scutellata","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2729","Coccidula scutellata","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2730","Coccidula scutellata","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2731","Coccinella quinquepunctata","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2732","Coccinella quinquepunctata","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2733","Coccinella quinquepunctata","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2734","Coccinella quinquepunctata","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2735","Coccinella quinquepunctata","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2736","Coccinella quinquepunctata","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2737","Coccinella quinquepunctata","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2738","Coccinella septempunctata","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2739","Coccinella septempunctata","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2740","Coccinella septempunctata","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2741","Coccinella septempunctata","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2742","Coccinella septempunctata","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2743","Coccinella septempunctata","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2744","Coccinella septempunctata","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2745","Coccinula quatuordecimpustulata","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2746","Coccinula quatuordecimpustulata","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2747","Coccinula quatuordecimpustulata","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2748","Coccinula quatuordecimpustulata","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2749","Coccinula quatuordecimpustulata","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2750","Coccinula quatuordecimpustulata","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2751","Coccinula quatuordecimpustulata","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2752","Colaphus sophiae","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2753","Colaphus sophiae","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2754","Colaphus sophiae","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2755","Colaphus sophiae","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2756","Colaphus sophiae","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2757","Colaphus sophiae","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2758","Colaphus sophiae","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2759","Colaphus sophiae","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2760","Colaphus sophiae","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2761","Collinsia inerrans","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2762","Collinsia inerrans","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2763","Collinsia inerrans","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2764","Collinsia inerrans","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2765","Collinsia inerrans","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2766","Collinsia inerrans","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2767","Collinsia inerrans","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2768","Conocephalus dorsalis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2769","Conocephalus dorsalis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2770","Conocephalus dorsalis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2771","Conocephalus dorsalis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2772","Conocephalus dorsalis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2773","Conocephalus dorsalis","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2774","Conocephalus dorsalis","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2775","Conocephalus dorsalis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2776","Conocephalus dorsalis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2777","Conocephalus fuscus","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2778","Conocephalus fuscus","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2779","Conocephalus fuscus","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2780","Conocephalus fuscus","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2781","Conocephalus fuscus","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2782","Conocephalus fuscus","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2783","Conocephalus fuscus","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2784","Conocephalus fuscus","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2785","Conocephalus fuscus","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2786","Conomelus anceps","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2787","Conomelus anceps","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2788","Conomelus anceps","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2789","Conomelus anceps","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2790","Conomelus anceps","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2791","Conomelus anceps","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2792","Conomelus anceps","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2793","Conomelus anceps","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2794","Conomelus anceps","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2795","Conosanus obsoletus","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2796","Conosanus obsoletus","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2797","Conosanus obsoletus","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2798","Conosanus obsoletus","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2799","Conosanus obsoletus","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2800","Conosanus obsoletus","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2801","Conosanus obsoletus","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2802","Conosanus obsoletus","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2803","Conosanus obsoletus","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2804","Coptocephala rubicunda","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2805","Coptocephala rubicunda","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2806","Coptocephala rubicunda","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2807","Coptocephala rubicunda","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2808","Coptocephala rubicunda","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2809","Coptocephala rubicunda","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2810","Coptocephala rubicunda","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2811","Coptocephala rubicunda","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2812","Coptocephala rubicunda","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2813","Coptosoma scutellatum","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2814","Coptosoma scutellatum","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2815","Coptosoma scutellatum","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2816","Coptosoma scutellatum","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2817","Coptosoma scutellatum","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2818","Coptosoma scutellatum","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2819","Coptosoma scutellatum","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2820","Coptosoma scutellatum","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2821","Coptosoma scutellatum","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2822","Cordylepherus viridis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2823","Cordylepherus viridis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2824","Cordylepherus viridis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2825","Cordylepherus viridis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2826","Cordylepherus viridis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2827","Cordylepherus viridis","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2828","Cordylepherus viridis","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2829","Cordylepherus viridis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2830","Cordylepherus viridis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2831","Coreus marginatus","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2832","Coreus marginatus","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2833","Coreus marginatus","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2834","Coreus marginatus","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2835","Coreus marginatus","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2836","Coreus marginatus","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2837","Coreus marginatus","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2838","Coreus marginatus","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2839","Coreus marginatus","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2840","Coriarachne depressa","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2841","Coriarachne depressa","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2842","Coriarachne depressa","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2843","Coriarachne depressa","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2844","Coriarachne depressa","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2845","Coriarachne depressa","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2846","Coriarachne depressa","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2847","Coriomeris denticulatus","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2848","Coriomeris denticulatus","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2849","Coriomeris denticulatus","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2850","Coriomeris denticulatus","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2851","Coriomeris denticulatus","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2852","Coriomeris denticulatus","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2853","Coriomeris denticulatus","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2854","Coriomeris denticulatus","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2855","Coriomeris denticulatus","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2856","Corizus hyoscyami","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2857","Corizus hyoscyami","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2858","Corizus hyoscyami","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2859","Corizus hyoscyami","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2860","Corizus hyoscyami","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2861","Corizus hyoscyami","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2862","Corizus hyoscyami","Feeding_tissue",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2863","Corizus hyoscyami","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2864","Corizus hyoscyami","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2865","Corticaria abietorum","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2866","Corticaria abietorum","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2867","Corticaria abietorum","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2868","Corticaria abietorum","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2869","Corticaria abietorum","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2870","Corticaria abietorum","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2871","Corticaria abietorum","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2872","Corticaria obscura","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2873","Corticaria obscura","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2874","Corticaria obscura","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2875","Corticaria obscura","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2876","Corticaria obscura","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2877","Corticaria obscura","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2878","Corticaria obscura","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2879","Corticaria serrata","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2880","Corticaria serrata","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2881","Corticaria serrata","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2882","Corticaria serrata","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2883","Corticaria serrata","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2884","Corticaria serrata","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2885","Corticaria serrata","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2886","Corticaria umbilicata","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2887","Corticaria umbilicata","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2888","Corticaria umbilicata","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2889","Corticaria umbilicata","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2890","Corticaria umbilicata","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2891","Corticaria umbilicata","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2892","Corticaria umbilicata","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2893","Corticarina fuscula","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2894","Corticarina fuscula","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2895","Corticarina fuscula","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2896","Corticarina fuscula","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2897","Corticarina fuscula","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2898","Corticarina fuscula","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2899","Corticarina fuscula","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2900","Corticarina lambiana","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2901","Corticarina lambiana","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2902","Corticarina lambiana","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2903","Corticarina lambiana","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2904","Corticarina lambiana","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2905","Corticarina lambiana","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2906","Corticarina lambiana","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2907","Corticarina similata","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2908","Corticarina similata","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2909","Corticarina similata","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2910","Corticarina similata","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2911","Corticarina similata","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2912","Corticarina similata","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2913","Corticarina similata","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2914","Cortinicara gibbosa","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2915","Cortinicara gibbosa","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2916","Cortinicara gibbosa","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2917","Cortinicara gibbosa","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2918","Cortinicara gibbosa","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2919","Cortinicara gibbosa","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2920","Cortinicara gibbosa","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2921","Corymbia rubra","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2922","Corymbia rubra","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2923","Corymbia rubra","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2924","Corymbia rubra","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2925","Corymbia rubra","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2926","Corymbia rubra","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2927","Corymbia rubra","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2928","Corymbia rubra","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2929","Corymbia rubra","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2930","Coryssomerus capucinus","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2931","Coryssomerus capucinus","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2932","Coryssomerus capucinus","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2933","Coryssomerus capucinus","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2934","Coryssomerus capucinus","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2935","Coryssomerus capucinus","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2936","Coryssomerus capucinus","Feeding_plant_part",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2937","Coryssomerus capucinus","Endophagous_lifestyle",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2938","Coryssomerus capucinus","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2939","Coryssomerus capucinus","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2940","Cratosilis denticollis","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2941","Cratosilis denticollis","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2942","Cratosilis denticollis","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2943","Cratosilis denticollis","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2944","Cratosilis denticollis","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2945","Cratosilis denticollis","Stratum_use",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2946","Cratosilis denticollis","Stratum_use_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2947","Cremnocephalus alpestris","Body_Size",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2948","Cremnocephalus alpestris","Dispersal_ability",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2949","Cremnocephalus alpestris","Feeding_guild",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2950","Cremnocephalus alpestris","Feeding_guild_short",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2951","Cremnocephalus alpestris","Feeding_mode",1,"arthropod-species-traits","alexander-keller",2022-08-09
"2952","Cremnocephalus alpestris","Feeding_specialization",1,"arthropod-species-traits","alexander-keller",2022-08-09
